file,bucket,symbol,kind,disposition,target_domain,source_line,notes
AppViewModel+Playit.swift,mixed,"VoiceChatConfigManager (isInstalled, propertiesURL, applyVoiceHost)",parser,agent,voice-chat,930,"Detects Simple Voice Chat by jar-name sniffing in plugins/ or mods/ (checked over the config folder because MSC itself may create that folder while patching), locates voicechat-server.properties across the Paper vs Fabric/Forge/NeoForge loader-dependent paths, and surgically upserts voice_host/bind_address/port while preserving all other lines -- a targeted properties-file patcher, not a full rewrite."
AppViewModel+Backups.swift,mixed,loadBackupsForSelectedServer / makeDisplayName,parser,agent,backups,24,"Lists the backups directory, filters to .zip, reads each backup's .meta.json sidecar for slot/trigger metadata (falling back to a filename-derived auto/manual guess for legacy files), sorts newest-first, and computes the folder's total size on a background thread. makeDisplayName reconstructs a human timestamp from either the current `<level>_auto_<ts>`/`<level>_manual_<ts>` filename scheme or the legacy `<name>-<ts>` scheme."
AppViewModel+Backups.swift,mixed,"createBackup (+ createBackupForSelectedServer, createAutoBackupForServer, activeWorldSlotMetadata, effectiveBackupAssociation)",workflow,agent,backups,182,"The authoritative backup-creation implementation every other path funnels through: resolves world-slot association (explicit id, else the currently-active slot), reads level-name, prunes old auto-backups first, builds a timestamped filename with the auto/manual token, runs a flush-consistent snapshot (pausing saves only when the target IS the actively running server), zips via /usr/bin/zip, ALWAYS resumes saves afterward even on zip failure, and writes the BackupMeta sidecar on success."
AppViewModel+Backups.swift,mixed,pauseSavesForBackup / resumeSavesAfterBackup / waitForBedrockSaveReady,workflow,agent,backups,329,"Platform-specific flush-consistent snapshot protocol: Java sends `save-all flush` then `save-off`, awaiting a ""Saved the game""/""Saved the world"" console line (10s timeout, non-fatal); Bedrock sends `save hold` then polls `save query` until BDS reports files ""ready to be copied"" (10s timeout, non-fatal). A timeout still proceeds with the zip -- it's a best-effort consistency window, not a hard requirement. Saves are always re-enabled regardless of outcome."
AppViewModel+Backups.swift,mixed,waitForConsoleLine / notifyConsoleLineWaiters / resolveConsoleWaiter / ConsoleLineWaiter,workflow,agent,console,417,"A generic predicate-based, timeout-raced await-a-console-line primitive shared with the single console observation point (handleServerOutputLine, defined elsewhere). Race-safe single-resume via array-membership check since both the match and timeout paths run on the main actor."
AppViewModel+Backups.swift,mixed,readBackupMeta / writeBackupMeta / sidecarURL / deleteBackup,workflow,agent,backups,474,"Reads/writes a per-backup .meta.json sidecar (serverId, displayName, slot association, worldSeed, triggerReason), non-fatal on failure since the zip itself is the important artifact. deleteBackup removes a backup and its paired sidecar together."
AppViewModel+Backups.swift,mixed,pruneAutoBackupsForSelectedServer / pruneAutoBackupsIfNeeded,policy,agent,backups,512,"Retention policy: deletes the oldest app-managed backups (matching ONLY the _auto_/_manual_ filename tokens -- explicitly never touching foreign zips a user placed in the folder) down to maxCount-1, removing orphaned sidecars alongside."
AppViewModel+Backups.swift,mixed,restoreBackup,workflow,agent,backups,585,"A carefully-gated destructive workflow: Java-only, refuses while the target server is running, refuses a cross-slot restore (the backup's slotId must match the currently active slot), verifies the source file exists, creates a MANDATORY safety backup first (aborting the whole restore if that fails), validates the zip is openable before touching anything, removes existing world folders, then extracts via /usr/bin/unzip. The gate ordering is safety-critical and must be preserved exactly."
AppViewModel+Backups.swift,mixed,duplicateBackupToNewServer,workflow,agent,backups,725,"Provisions a brand-new server folder from a backup: copies the template server's jar (or defaults to paper.jar), copies plugins/ and server.properties if present, writes eula=false, extracts the backup zip on top, then registers a new ConfigServer entry and sets it active. Bridges the backups and server-provisioning domains."
AppViewModel+Backups.swift,mixed,backupWorld(for:),workflow,agent,backups,837,"FLAG -- a second, parallel backup-creation entry point used by ""Replace World"": similar zip-the-world-folders logic to createBackup but without the save-pause/flush-consistency step or auto-pruning, and using a filename scheme that deliberately omits the _auto_/_manual_ token so it's exempt from pruning, tagged triggerReason ""pre-replace"". A near-duplicate of createBackup worth reconciling in the port rather than porting twice."
AppViewModel+Backups.swift,mixed,removeWorldFolders,workflow,agent,worlds,914,"Shared helper removing <level>/<level>_nether/<level>_the_end folders, used by both Restore and Replace World."
AppViewModel+Backups.swift,mixed,readProperties(at:),parser,agent,server-settings,974,"FLAG -- a third, file-local minimal key=value .properties parser (skips comments/blank lines) duplicated from the shared ServerPropertiesManager used elsewhere."
AppViewModel+ComponentsVersions.swift,mixed,refreshComponentsSnapshotLocalAndTemplate,workflow,agent,components-versions,16,"Rebuilds the local/template/online version snapshot for the selected server (reads local Paper/Geyser/Floodgate/Broadcast versions, optionally clears online state) and triggers a plugin/mod rescan -- state aggregation the agent owns; the UI only displays componentsSnapshot."
AppViewModel+ComponentsVersions.swift,mixed,checkComponentsOnline,workflow,agent,components-versions,55,"Concurrently fetches online version info for Paper (via PaperDownloader), Geyser/Floodgate (via PluginDownloader), and Broadcast (via GitHubReleaseChecker), then fans results into the snapshot and into discoveredPlugins, followed by a user-sourced-plugin sweep. Real orchestration, not view code."
AppViewModel+ComponentsVersions.swift,mixed,refreshDiscoveredPlugins / findSource / updateManagedPluginOnlineVersions,workflow,agent,plugins,114,"Scans the plugins/ folder, classifies each jar into managed (Geyser/Floodgate) / userSourced (has a PluginSourceConfig, matched exact-or-prefix by findSource) / unmanaged tiers, parses display name/version via PluginNameParser, preserves already-fetched online data, and sorts (managed-first, Geyser-before-Floodgate, then alpha). This tiering + jarStem-matching is a real classification policy the agent must reproduce, not a view concern."
AppViewModel+ComponentsVersions.swift,mixed,checkUserSourcedPluginsOnline / fetchOnlineVersion,workflow,agent,plugins,237,"Concurrently checks every user-sourced plugin against its configured source (GitHub / Modrinth / Hangar / direct URL), dispatching to the matching API client and URL parser per source.type. This is the plugin-update-check engine, not UI."
AppViewModel+ComponentsVersions.swift,mixed,checkPaperVersionsOnline / switchPaperTrack,workflow,agent,components-versions,322,"Paper-only online refresh (used when switching Stable/Experimental track) plus the track-switch itself, which clears selection/version list and re-triggers the fetch. No-ops if the track isn't actually changing -- a small but real guard, not just @Published plumbing."
AppViewModel+ComponentsVersions.swift,mixed,downloadAndApplySelectedPaperVersion,workflow,agent,java-runtime,370,"Downloads the user-picked Paper build directly to the server's Paper jar location, creating the destination dir, then writes the version sidecar via PaperVersionSidecarManager so local version display updates immediately. Requires server-stopped; real provisioning workflow."
AppViewModel+ComponentsVersions.swift,mixed,downloadAndApplyJarVersion,workflow,agent,java-runtime,428,"FLAG -- downloads and applies a specific or latest server-core jar for the flavor. Includes a downgrade guard (MCVersionComparator.isDowngrade) that forces a pre-downgrade world backup and aborts the swap if the backup fails, then optionally archives the jar and writes the Paper sidecar. Core version-management workflow with a real safety policy embedded -- this exact downgrade-guard pattern also appears in upgradeModdedLoader and updateBedrockVMFiles below (see side findings)."
AppViewModel+ComponentsVersions.swift,mixed,upgradeModdedLoader,workflow,agent,java-runtime,519,"FLAG -- upgrades a modded server's loader/runtime: Fabric re-downloads the server jar and updates stored MC+loader versions; NeoForge/Forge re-run their installers into the existing server dir. Same downgrade-guard-forces-backup policy as downloadAndApplyJarVersion, duplicated here rather than shared -- persists resolved versions and records them in the loader-version library."
AppViewModel+ComponentsVersions.swift,mixed,localPaperVersionString / localPluginBuildString / localPluginJarURL,parser,agent,components-versions,659,"Determines the locally-installed Paper/plugin version: reads the PaperVersionSidecarManager sidecar first, falls back to parsing the jar filename via ComponentVersionParsing (build-number extraction from filename). Text-to-structured-data parsing, agent-owned."
AppViewModel+ComponentsVersions.swift,mixed,xboxBroadcastVersionFileURL / localBroadcastVersionString,parser,agent,xbox-broadcast,708,"Derives the installed MCXboxBroadcast version: strips the 'MCXboxBroadcastStandalone-' prefix from the configured jar's filename, or falls back to a persisted .version.txt sidecar, or reports 'Installed (version unknown)'. Filename/sidecar parsing, agent-owned."
AppViewModel+ComponentsVersions.swift,mixed,fetchBedrockVersionsIfNeeded / setBedrockVersion,workflow,agent,bedrock-versions,739,"Fetches the available Bedrock version list once (guarded so it doesn't refetch), and setBedrockVersion normalizes the picker value ('' or 'LATEST' -> nil pin) before persisting -- a real normalization policy, not just a setter."
AppViewModel+ComponentsVersions.swift,mixed,updateBedrockVMFiles,workflow,agent,bedrock-versions,771,"FLAG -- VM-backend 'pull latest image' equivalent: downgrade guard (forces pre-downgrade backup, aborts on failure) then calls BedrockProvisioner.ensureInstalled(force:true) to (re)install BDS files into serverDir. Genuine provisioning workflow; third occurrence of the downgrade-guard pattern."
AppViewModel+ComponentsVersions.swift,mixed,updateBedrockImageAndRestart,workflow,agent,bedrock-versions,818,"Docker-backend image pull orchestration: routes to updateBedrockVMFiles when the VM backend is active, otherwise checks Docker install/availability and runs `docker pull` via DockerUtility with a completion check via isImagePresent. Real subprocess-driving workflow."
AppViewModel+ComponentsVersions.swift,mixed,recordLoaderVersion / loaderVersionRecords / removeLoaderVersionRecord / applyLoaderVersionRecord,workflow,agent,java-runtime,899,"Small persisted library of past loader installs, deduped by record id (recordLoaderVersion), filtered by flavor, removable, and re-appliable (constructs a ServerVersionEntry and re-invokes upgradeModdedLoader). The dedup-by-id and filter are real logic, not pure forwarding."
AppConfig.swift,mixed,ConfigServer.minRamMB / maxRamMB,policy,agent,java-runtime,104,"Converts the persisted fractional-GB RAM allocation into whole MB (rounded) for JVM -Xms/-Xmx, Docker --memory, and VM memory sizing. A real, load-bearing unit-conversion+rounding rule the agent must reproduce exactly to keep launch flags correct -- not just a computed-property passthrough."
AppConfig.swift,mixed,ConfigServer.init(from:) / encode(to:),parser,agent,config-schema,336,"Custom Codable implementation that decodes every field added after the initial schema via decodeIfPresent with an explicit default, so older server_config.json files never fail to decode and wipe the server list. Also special-cases javaFlavor with try? so an unknown/future flavor string falls back to .paper instead of invalidating the whole entry, and never decodes xboxBroadcastAltPassword from JSON (Keychain-only). This is schema-migration logic the Rust config loader must replicate."
AppConfig.swift,mixed,RemoteAPISharedAccessEntry (init(from:) / make / isExpired),policy,agent,remote-api-auth,460,"Models a shared-access token: make() generates a UUID id + ISO8601 createdAt/optional expiresAt; isExpired compares the parsed expiry against now; init(from:) backward-compatibly defaults role to 'admin' for pre-role entries. This is pairing/token lifecycle logic (msc2-decisions calls out token lifecycle as agent-owned), not a plain data carrier."
AppConfig.swift,mixed,AppConfig.generateRemoteAPIToken / defaultServersRootPath / defaultPluginTemplateDirPath / defaultPaperTemplateDirPath / defaultConfig,policy,agent,config-schema,656,"generateRemoteAPIToken derives a 64-hex-ish bearer token from two UUIDs (the actual Remote API auth secret shape); the default*Path functions derive the on-disk layout ($HOME/MinecraftServers, _plugin_templates, _paper_templates) that defaultConfig() seeds new installs with. Server-side directory-layout and secret-generation policy, not UI."
AppConfig.swift,mixed,AppConfig.init(from:) / encode(to:),parser,agent,config-schema,719,"Backward-compatible top-level config decode with per-field defaulting (mirrors ConfigServer's pattern), plus a real normalization pass on remoteAPISharedAccess: trims label/token, generates a fresh id for blank ones, drops entries with an empty token, and dedupes by token keeping the first occurrence (lines ~779-792). Also cascades hasShownConceptGuide's default from hasShownHandbook for pre-existing installs. This dedup/normalization logic must be preserved, not just the field list."
AppViewModel+ModManagement.swift,mixed,MrpackManifest / MrpackFile / MrpackHashes / MrpackEnv / MrpackMetadata / MrpackMetadata.from,parser,agent,modpacks,31,"Modrinth .mrpack manifest schema plus MrpackMetadata.from(manifest:), a pure function that maps the manifest's `dependencies` dict (e.g. {'forge':'47.4.1','minecraft':'1.20.1'}) onto a flavor + pinned MC/loader version using an ordered match-priority list (forge, neoforge, fabric-loader, quilt-loader). Real distillation logic feeding the Add Server wizard's version pinning."
AppViewModel+ModManagement.swift,mixed,ModpackVersionEntry.make,parser,agent,modpacks,105,Builds the ServerVersionEntry a pinned modpack injects into the creation wizard from minecraftVersion/loaderFlavor/loaderVersion -- shared by both the .mrpack and CurseForge pinning paths so both formats produce one consistent 'MC — Loader version' shape.
AppViewModel+ModManagement.swift,mixed,refreshDiscoveredMods,workflow,agent,mods,142,"Scans the mods/ folder, parses fabric.mod.json / META-INF/mods.toml from each jar via ModJarMetadataParser (falling back to filename heuristics via PluginNameParser), and rebuilds the sorted ModEntry list off-main. Core mod-discovery workflow."
AppViewModel+ModManagement.swift,mixed,toggleMod / removeMod,workflow,agent,mods,192,"Enable/disable via filesystem rename (.jar <-> .jar.disabled) and permanent delete of a mod jar, each followed by a rescan (removeMod also invalidates the cached add-on update plan). Real file-state mutation, not view glue."
AppViewModel+ModManagement.swift,mixed,addModFromFilePicker,workflow,agent,mods,238,"The NSOpenPanel presentation itself is client (Finder/file-picker per the deletion test), but everything after panel.runModal() returns -- creating mods/ if needed, replacing any existing file at the destination, copying the source jar in, rescanning, invalidating the add-on plan -- is the agent's job: the eventual client will call an API endpoint with the file bytes/path instead of running a panel."
AppViewModel+ModManagement.swift,mixed,installRequiredDependencies,workflow,agent,modrinth-deps,271,"Recursively resolves and installs required Modrinth dependencies for a mod/plugin version (depth-capped at 3 to guard cycles), skipping deps already installed by mod-ID match or filename-contains-slug match, downloading via ModrinthAPI, and recursing into transitive deps. Real dependency-resolution engine."
AppViewModel+ModManagement.swift,mixed,readMrpackManifest / readMrpackMetadata,workflow,agent,modpacks,335,Extracts a .mrpack archive to a temp dir via `ditto -x -k` (not /usr/bin/unzip -- see side findings) and decodes modrinth.index.json; readMrpackMetadata composes this with MrpackMetadata.from for the wizard's manifest-only preview path.
AppViewModel+ModManagement.swift,mixed,readCurseForgeMetadata,workflow,agent,modpacks,375,"Same ditto-extraction pattern for a CurseForge modpack zip, validates manifest.json is actually a CurseForge manifest via CurseForgeModpack.isCurseForgeModpackManifest before decoding, else throws a typed 'not a CurseForge modpack' error so the wizard can show a precise message."
AppViewModel+ModManagement.swift,mixed,importModpack,workflow,agent,modpacks,407,"The full Modrinth modpack import pipeline: extracts the .mrpack, sniffs Modrinth vs CurseForge vs unrecognized by presence of modrinth.index.json (routing CurseForge packs to the CF importer), filters out manifest-declared client-only files (Tier 1), batch-fetches Modrinth project metadata to catch mods the manifest mislabels as server-required (Tier 2), downloads every server file (skipping ones already present as active or .disabled), copies overrides/ + server-overrides/ via a recursive merge, then sweeps override-provided jars for additional client-only classification (Tier 2/3) before logging a summary. This is the single largest agent workflow in the file and central to the P7 modpack story."
AppViewModel+ModManagement.swift,mixed,importExtractedCurseForgeModpack,workflow,agent,modpacks,587,"CurseForge modpack import: decodes manifest.json, requires a user-supplied API key from KeychainManager (stops early with a friendly message if absent), resolves every fileId to a download URL via CurseForgeAPI.files, downloads each (skipping existing/disabled), merges overrides/, classifies every mods/ jar as client-only via the same hash+jar-metadata tiering used for .mrpack overrides, and builds a manual-download list for files whose author disabled API distribution. Distinct from the .mrpack path because CurseForge gives no URLs or per-file env in the manifest itself."
AppViewModel+ModManagement.swift,mixed,fetchMrpackProjectMetadata,workflow,agent,modpacks,730,"Batch-fetches Modrinth project metadata (for server_side) for every downloadable manifest jar, chunked at 100 ids per Modrinth's batch cap, degrading gracefully (log + empty result) on a failed chunk rather than blocking the import."
AppViewModel+ModManagement.swift,mixed,classifyAndDisableManifestJar / disableClientOnlyOverrideJars,policy,agent,modpacks,755,"FLAG -- the client-only-mod-pruning decision logic: classifyAndDisableManifestJar resolves a manifest jar's Modrinth project (via its download URL) and jar-embedded environment, then asks ModpackClientOnlyClassifier for a disable reason; disableClientOnlyOverrideJars does the same for override-provided jars but resolves the project by SHA-512 hash lookup instead, with a Tier-0 known-client-only-by-stem check first (catches Forge-only renderer mods no other tier flags). This three-tier classification is genuine policy that determines what gets shipped to a dedicated server; the two functions duplicate the same tiering cascade (see side findings)."
AppViewModel+ModManagement.swift,mixed,mergeDirectory,workflow,agent,modpacks,840,Recursive directory merge (overwrite-on-conflict) used to copy a modpack's overrides/ and server-overrides/ trees into the server directory; returns a failure count rather than throwing so partial copies don't abort the whole import.
ServerSettingsView.swift,mixed,ServerSettingsView.validatedJavaModel(from:),policy,agent,server-settings-validation,617,"Range-validates and clamps the Java server.properties draft before save: max players 1-1000, view distance 2-32, simulation distance 2-32, server port 1-65535, op permission level 1-4, and the free-text Bedrock/Geyser port field (blank -> nil, else must parse as an int in 1-65535). This is exactly the 'Settings validation and clamping' the deletion test calls out as agent-owned schema, currently living inline in the view; saveJava()/handleSave() are thin UI-triggered callers and aren't separately ledgered. Note: this is the macOS MSCmacOS/MSCmacOS Swift/ServerSettingsView.swift (788 lines, matches both audit CSVs' mixed-bucket line count) -- a distinct 417-line file of the same name under MSCiOS/MSCRemoteiOS_Swift/ is a pure client-side schema renderer with no agent-owned logic of its own; see side findings."
ServerSettingsView.swift,mixed,ServerSettingsView.validatedBedrockModel(from:),policy,agent,server-settings-validation,648,"Same validation role for the Bedrock draft: max players 1-1000, server port 1-65535, and the free-text IPv6 port field (must parse as int 1-65535 if non-blank). saveBedrock() is a thin caller, not separately ledgered."
AppViewModel+WorldSlots.swift,mixed,defaultPersistentSlotName / ensureActiveWorldSlotExists,workflow,agent,worlds,51,"Resolves 'what is the active persistent world slot' with a real fallback chain: explicit active slot if set -> most-recently-created existing slot -> create a new slot from the current live world named from level-name (capitalized) or the Bedrock level name, falling back to 'World 1'. Not a simple getter -- this is the persistent-world-identity bootstrap logic."
AppViewModel+WorldSlots.swift,mixed,saveCurrentWorldToActiveSlot / saveCurrentWorldAsSlot,workflow,agent,worlds,108,"Saves the live world back into whatever slot ensureActiveWorldSlotExists resolves. saveCurrentWorldAsSlot is a documented legacy wrapper that intentionally now ignores its name parameter and redirects here (behavior changed from 'create new slot' to 'update active slot') -- worth preserving that semantic in the port, not just the signature."
AppViewModel+WorldSlots.swift,mixed,createNewWorldSlot,workflow,agent,worlds,156,"Validates a non-empty trimmed name, then creates a brand-new fresh world slot (optionally seeded) via WorldSlotManager and reloads the slot list on completion."
AppViewModel+WorldSlots.swift,mixed,activateWorldSlot,workflow,agent,worlds,212,"Swaps the server's active world to a given slot. Refuses outright if this server is the currently running active server (a real safety policy, not just a UI disable) and always backs up the current world before swapping via WorldSlotManager.activateSlot's backupCurrent flag."
AppViewModel+WorldSlots.swift,mixed,renameWorldSlot / setSlotThumbnail / deleteWorldSlot / duplicateWorldSlot / copyWorldSlot,workflow,agent,worlds,263,"DECIDED (agent, setSlotThumbnail specifically -- see WorldSlotManager.saveThumbnail for the full reasoning, same call). Slot CRUD orchestration otherwise unchanged: deleteWorldSlot carries a real policy (refuses to delete the currently-active slot, checked via WorldSlotManager.resolvedActiveSlotID); duplicateWorldSlot/copyWorldSlot are non-destructive-copy vs destructive-overwrite variants over the same WorldSlotManager copy primitive."
AppViewModel+WorldSlots.swift,mixed,restoreSlotBackup,workflow,agent,worlds,407,"Two-phase backup-into-slot restore: refuses if the backup's slotId doesn't match the target slot (wrong-slot guard) or if the server is currently the running active one; Phase 1 atomically swaps the slot's world.zip via a temp-file copy+move; Phase 2, only if the slot is currently active, takes a safety backup of the live world, deletes the current live world folders, and unzips the restored zip in their place via /usr/bin/unzip. A partial failure after Phase 1 is reported as recoverable ('re-activate the slot'). This is the most intricate single workflow in the WorldSlots file."
AppViewModel+WorldSlots.swift,mixed,importLegacyBackupAsNewSlot / importZIPAsSlot / exportWorldSlot,workflow,agent,worlds,552,"Import/export around the slot model: importLegacyBackupAsNewSlot validates the zip is openable then derives a proposed name (backup's slotName, else 'Imported <displayName>', else 'Imported Backup') before delegating to importZIPAsSlot, which manually constructs a new slot directory + metadata + zip-size population with rollback (removes the slot dir) on any failure. exportWorldSlot is a thin file-copy to a caller-supplied destination -- the NSSavePanel itself is explicitly documented as the UI's responsibility, not this method's."
AppViewModel+WorldSlots.swift,mixed,createInitialWorldSlotIfNeeded,workflow,agent,worlds,732,"Called after a server's first stop: if no slots exist yet but world folders are present on disk, auto-creates a persistent slot from the current world and marks it active. Idempotent (no-ops once slots exist) migration-style bootstrap for pre-slot-model servers."
AppViewModel+Templates.swift,mixed,loadPluginTemplates / addPluginTemplates / removePluginTemplate,workflow,agent,templates,30,"Manages the global plugin-template directory: lazily creates it, lists/sorts .jar contents, copies new files in (overwriting same-named existing templates), and removes one. Template-library management the agent owns (a shared resource across all servers)."
AppViewModel+Templates.swift,mixed,applyPluginTemplatesToSelectedServer,workflow,agent,templates,117,"Applies selected plugin templates to the active server's plugins/ dir. Refuses while the server is running. Real replacement policy: for each template, derives a 'prefix' (text before the first '-') and removes any existing plugin jar sharing that prefix case-insensitively before copying the template in -- this is how 'Geyser-Spigot-old.jar' gets replaced by 'Geyser-Spigot-new.jar'."
AppViewModel+Templates.swift,mixed,loadPaperTemplates / addPaperTemplates / removePaperTemplate,workflow,agent,templates,210,"Symmetric to the plugin-template trio, for the global Paper-jar template directory."
AppViewModel+Templates.swift,mixed,applyPaperTemplateToSelectedServer,workflow,agent,templates,296,"Applies a Paper template jar to the active server (server-must-be-stopped guard), resolving the destination to the configured paperJarPath or serverDir/paper.jar, replacing any existing file, and writing the PaperVersionSidecarManager sidecar by parsing the template's filename via ComponentVersionParsing so the Components tab shows the right local build even for a generic paper.jar filename."
AppViewModel+Templates.swift,mixed,downloadLatestPaperTemplate,workflow,agent,templates,363,"FLAG -- downloads the latest Paper build (via PaperDownloader) into a temp file inside the template dir, then renames it to a versioned 'paper-<version>-build<build>.jar' and reloads the template list. This async version is the currently-active implementation, invoked from downloadAndApplyLatestPaper below via await -- a separate, synchronous, self-Task.detached-wrapping function of the exact same name and purpose already exists in AppViewModel+PaperTemplateDownload.swift (line 18, ledgered earlier in this batch) and appears to have zero call sites anywhere in the codebase. See side findings -- whatever earlier fixture exists for this workflow should be checked against the active async version, not the dead sync one."
AppViewModel+Templates.swift,mixed,downloadLatestGeyserTemplate / downloadLatestFloodgateTemplate,workflow,agent,templates,410,"Same download-into-templates pattern as Paper, for Geyser/Floodgate via PluginDownloader, with build number embedded in the final filename."
AppViewModel+Templates.swift,mixed,jarSummary(for:),parser,agent,templates,500,"UNSURE -- builds a per-server display summary of the installed Paper/Geyser/Floodgate jars: for Geyser/Floodgate it scans plugins/ and picks the jar with the newest modification date among files whose stem has that prefix (a real 'which one is current' selection rule, not just a lookup), then formats '<filename> — <date>' strings. The selection rule is clearly agent logic, but whether the display-string formatting half should stay agent-side or move to the client once ported is genuinely open."
AppViewModel+Templates.swift,mixed,updatePaperFromLatestTemplate / updateGeyserFromTemplate / updateFloodgateFromTemplate / updatePluginTemplate,workflow,agent,templates,604,"Per-server 'update from template' actions: pick the latest matching template (via latestTemplate below), remove old same-prefix jars from the destination, copy the new one in, and (Paper only) write the version sidecar. updateGeyserFromTemplate/updateFloodgateFromTemplate are one-line callers into the shared updatePluginTemplate helper."
AppViewModel+Templates.swift,mixed,downloadAndApplyLatestPaper / downloadAndApplyLatestGeyser / downloadAndApplyLatestFloodgate,workflow,agent,templates,725,"Single-action 'download the latest and apply it to this server' entry points used by the Components tab: sequences a template download then the matching update-from-template call, then refreshes the local/template snapshot."
AppViewModel+Templates.swift,mixed,latestTemplate(in:prefixLowercased:),policy,agent,templates,764,"FLAG -- defines what 'latest' means when picking a template by prefix: plain lexicographic string sort on filename, last element wins (jars.sorted { $0.lastPathComponent < $1.lastPathComponent }.last). Every update-from-template call above depends on this exact rule. For filenames like 'paper-1.21.9-build5.jar' vs 'paper-1.21.10-build1.jar', string comparison does not match numeric/semver ordering -- possibly a latent bug, inherited behavior that needs an explicit port-time decision (preserve as-is vs fix to true version ordering) rather than silently carrying it forward."
AppViewModel+ServerCreation.swift,mixed,initialWorldSlotName / normalizedInitialWorldSeed,policy,agent,server-creation,18,"Derives the initial world slot's name (requested name, else the trimmed server name, else 'World 1') and normalizes the initial seed (only meaningful for a .fresh world source; blank -> nil). Small but load-bearing precedence rules used by both createNewServer and createNewBedrockServer."
AppViewModel+ServerCreation.swift,mixed,updateWorldIdentityForNewServer,workflow,agent,server-creation,32,"Writes level-name (and optionally level-seed) into server.properties (Java, via ServerPropertiesManager) or raw Bedrock properties (via BedrockPropertiesManager), branching on serverType -- the mechanism by which a newly created server's world identity gets pinned into its config file."
AppViewModel+ServerCreation.swift,mixed,createInitialPersistentWorldSlot,workflow,agent,server-creation,65,"Creates the first persistent world slot for a brand-new server from any WorldSource (fresh/backupZip/existingFolder), each routing to a different WorldSlotManager factory, then updates the server's level-name/seed to match the created slot's resolved world and marks it active. Shared by both createNewServer and createNewBedrockServer."
AppViewModel+ServerCreation.swift,mixed,createNewServer,workflow,agent,server-creation,128,"The full Java server creation pipeline: folder layout under serversRoot/java/<slug>/, branches on flavor.provisioningKind (NeoForge/Forge run their installer; Paper/Purpur/Vanilla/Fabric go through jar-source resolution with an archive-first optimization that skips a download if the exact Paper build is already archived), writes eula.txt=false and initial server.properties (port/motd/difficulty/gamemode/level-name/seed pulled from imported-world metadata when applicable), creates the add-on folder and applies cross-play templates if requested, stages the chosen world source, constructs the ConfigServer (RAM defaults differ for modded vs plugin flavors), creates the initial world slot (aborting and cleaning up the folder if that fails), applies any wizard-staged add-ons, and rolls back the whole directory on any thrown error. This is the single most consequential workflow across all 8 files for the port."
AppViewModel+ServerCreation.swift,mixed,createNewBedrockServer,workflow,agent,server-creation,408,"Bedrock analogue of createNewServer: folder layout under serversRoot/bedrock/<slug>/, writes raw BDS properties + empty allowlist/permissions files, resolves the actual world folder from a user-selected import via resolvedBedrockWorldFolder, stages the world source (BDS expects worlds at serverDir/worlds/{level-name}/), constructs the ConfigServer, creates the initial world slot with the same abort-and-cleanup-on-failure pattern as the Java path."
AppViewModel+ServerCreation.swift,mixed,applyCrossPlayTemplatesIfAvailable,workflow,agent,server-creation,547,Locates the Geyser/Floodgate jars in the global plugin-template dir and copies both into a freshly created server's plugins/ dir when cross-play was requested at creation time; logs a clear message if either template is missing rather than silently skipping.
AppViewModel+ServerCreation.swift,mixed,resolvedBedrockWorldFolder,parser,agent,server-creation,592,"Detects the actual Bedrock world folder (the directory containing level.dat) within a user-selected import URL, handling both 'user picked the world folder itself' and 'user picked a wrapper/parent folder containing exactly one world subfolder' shapes, falling back to the original selection if neither pattern matches. Real structural detection heuristic over Finder-selected input."
AppViewModel+ServerCreation.swift,mixed,archiveServerJar,policy,agent,java-runtime,622,"Copies a freshly-downloaded server-core jar into the shared archive dir under a versioned filename whose pattern is flavor-specific (paper-X-buildN.jar, purpur-X-buildN.jar, minecraft_server-X.jar, fabric-server-launch-X.jar); no-ops for flavors without a defined pattern (NeoForge/Forge, which archive via their own installer path). Server/core jars only -- mods are explicitly excluded from this mechanism."
AppViewModel+ServerCreation.swift,mixed,applyStagedAddOn,workflow,agent,server-creation,664,"Applies one wizard-staged add-on chosen during server creation, dispatching on its source: Modrinth version download, local-jar copy, arbitrary remote-URL download, .mrpack/CurseForge modpack import (delegates to importModpack, which sniffs the archive kind), or a plain zip whose top-level jars get extracted (via ditto, not unzip) and copied in. One function, six real provisioning paths."
AppViewModel+OutputHandling.swift,mixed,handleServerOutputLine,workflow,agent,console-parsing,17,"The per-console-line dispatcher: silently consumes world-time and spark-tps-block responses (so they never reach the console display), feeds registered console-line waiters (the single observation point backups use for save-confirmation), detects server-ready state (a Paper 'Done (' line or a Bedrock 'Server started' line), triggers first-run auto-stop during Initiate pass 1, mirrors to Bedrock's log file, and fans out to every parse* function below. This is the core of 'console log parsing' the deletion test explicitly calls out as agent-owned."
AppViewModel+OutputHandling.swift,mixed,startBedrockLogFile / appendBedrockLogLine / closeBedrockLogFile / pruneRolledBedrockLogs,workflow,agent,bedrock-logging,105,"Because BDS writes no log file of its own, MSC mirrors its console output into logs/latest.log, rolling the previous session to a timestamped console-<date>.log on each start and pruning to the 10 most recent rolled logs. Writes go through a serial background queue to avoid blocking the main thread during output bursts, with ordering guaranteed relative to close."
